所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/财务管理(#10),验证“复核”时点击“确定”后该条未复核定金记录复核状态更改为“已复核”,"1.点击“财务管理”模块
2.点击“定金复核”模块
3.查询学员定金复核记录列表","1.选择一条复核状态为“未复核”的定金记录点击其后的“复核”按钮
2.点击弹出窗的“确定”
3.重新在定金记录列表中查看该条记录的复核状态是否变为“已复核”",“复核”时点击“确定”后该条未复核定金记录复核状态更改为“已复核”,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”时点击“确定”后界面跳转回“定金复核”界面,"1.点击“财务管理”模块
2.点击“定金复核”模块
3.查询学员定金复核记录列表","1.选择一条复核状态为“未复核”的定金记录点击其后的“复核”按钮
2.点击弹出窗的“确定”
3.查看界面是否跳转回“定金复核”界面",“复核”时点击“确定”后界面跳转回“定金复核”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”时点击“取消”后该条未复核定金记录复核状态不发生变化,"1.点击“财务管理”模块
2.点击“定金复核”模块
3.查询学员定金复核记录列表","1.选择一条复核状态为“未复核”的定金记录点击其后的“复核”按钮
2.点击弹出窗的“取消”
3.重新在定金记录列表中查看该条记录的复核状态是否仍为“未复核”",“复核”时点击“取消”后该条未复核定金记录复核状态仍为“未复核”,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”时点击“取消”后界面跳转回“定金复核”界面,"1.点击“财务管理”模块
2.点击“定金复核”模块
3.查询学员定金复核记录列表","1.选择一条复核状态为“未复核”的定金记录点击其后的“复核”按钮
2.点击弹出窗的“取消”
3.查看界面是否跳转回“定金复核”界面",“复核”时点击“取消”后界面跳转回“定金复核”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“复核”后点击弹出界面的关闭按钮后界面跳转回“定金复核水”界面,"1.点击“财务管理”模块
2.点击“定金复核”模块
3.查询学员定金复核记录列表","1.选择一条复核状态为“未复核”的定金记录点击其后的“复核”按钮
2.点击弹出窗的关闭按钮
3.查看界面是否跳转回“定金复核”界面",验证点击“复核”后点击弹出界面的关闭按钮后界面跳转回“定金复核”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证复核状态为“已复核”的定金记录不可再重复复核,"1.点击“财务管理”模块
2.点击“定金复核”模块
3.查询学员定金复核记录列表",1.选择一条复核状态为“已复核”的定金记录点击其后的“复核”按钮,有不可重复复核的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“查询”按钮可用,"1.点击“财务管理”模块
2.点击“班费管理”模块",1.点击：查询按钮,“查询”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证“新增”链接可用,"1.点击“财务管理”模块
2.点击“班费管理”模块","1.点击：新增链接
2.查看是否有新窗口弹出",“新增”链接可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证班费记录列表每页显示内容条数可更改，且可以翻页,"1.点击“财务管理”模块
2.点击“班费管理”模块",1.更改班费记录列表下方每页显示条数，查看是否可以翻页,班费列表每页显示内容条数可更改，且可以翻页,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框可以通过日期插件框进行选择,"1.点击“财务管理”模块
2.点击“月度核算”模块",1.起始日期：2019-12-01,“交易日期”起始框可以通过日期插件框进行选择,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框可以通过键盘输入,"1.点击“财务管理”模块
2.点击“月度核算”模块",1.起始日期：键盘输入2019-12-01,“交易日期”起始框可以通过键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入错误日期格式,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2019-13-01
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入为空,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入为空格,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：“ ”
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入为字符,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：abc
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入为数字字符组合格式,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：123abc
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入为特殊格式,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：%
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入为数字,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：0000
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期起始框输入为空,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框可以通过日期插件框进行选择,"1.点击“财务管理”模块
2.点击“月度核算”模块",1.结束日期：2019-12-01,“交易日期”截止框可以通过日期插件框进行选择,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框可以通过键盘输入,"1.点击“财务管理”模块
2.点击“月度核算”模块",1.结束日期：键盘输入2019-12-01,“交易日期”截止框可以通过键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框输入错误日期格式,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2017-01-01
2.结束日期：2019-12-33
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框输入为空,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2017-01-01
2.结束日期：“”
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框输入为空格,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2017-01-01
2.结束日期：“ ”
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框输入为字符,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2017-01-01
2.结束日期：abc
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框输入为数字字符组合格式,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2017-01-01
2.结束日期：123abc
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框输入为特殊格式,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2017-01-01
2.结束日期：%
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框输入为数字,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2017-01-01
2.结束日期：0000
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期截止框时间早于起始时间,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.起始日期：2020-01-07
2.结束日期：2017-01-10
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证月度核算记录列表每页显示内容条数可更改，且可以翻页,"1.点击“财务管理”模块
2.点击“月度核算”模块",1.更改月度核算记录列表下方每页显示条数，查看是否可以翻页,月度核算列表每页显示内容条数可更改，且可以翻页,,3,功能测试,系统测试阶段
/财务管理(#10),验证“对账历史”按钮可用,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.点击“对账历史”按钮
2.查看是否跳转出新界面",“对账历史”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证在对账历史详情界面通过输入账户名称进行查询,"1.点击“财务管理”模块
2.点击“月度核算”模块
3.选择一条账单记录，点击其后“对账历史”按钮","1.文本框输入：倪雪（支付宝）
2.点击：查询",可以通过输入账户名称进行查询对账单,,3,功能测试,系统测试阶段
/财务管理(#10),验证在对账历史详情界面通过输入账户名称部分字进行查询,"1.点击“财务管理”模块
2.点击“月度核算”模块
3.选择一条账单记录，点击其后“对账历史”按钮","1.文本框输入：倪雪
2.点击：查询",不可以通过输入账户名称部分字进行查询对账单,,3,功能测试,系统测试阶段
/财务管理(#10),验证对账历史详情下显示的内容条数是否正确,"1.点击“财务管理”模块
2.点击“月度核算”模块
3.选择一条账单记录，点击其后“对账历史”按钮",查看对账记录列表下方显示的数目是否与列表中的数字一致,对账记录列表下方显示的数目与列表中的数字一致,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击对账历史详情界面的关闭按钮可以关闭当前界面，且返回“月度核算”界面,"1.点击“财务管理”模块
2.点击“月度核算”模块
3.选择一条账单记录，点击其后“对账历史”按钮",点击对账历史详情界面的关闭按钮,可以关闭对账历史详情界面，且返回“月度核算”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“确认”按钮可用,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.选择一条账单记录，点击其后“确认”按钮
2.查看是否会跳出新界面",“确认”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“确认”按钮后点击“确定”后对账成功,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.选择一条账单记录，点击其后“确认”按钮
2.点击：确定",有对账成功提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“确认”按钮后点击“取消”后取消对账,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.选择一条账单记录，点击其后“确认”按钮
2.点击：取消",取消对账,,3,功能测试,系统测试阶段
/财务管理(#10),验证对账成功后不能再次进行确认对账,"1.点击“财务管理”模块
2.点击“月度核算”模块","1.选择一条已对账成功的账单记录，点击其后“确认”按钮
2.点击：确定",不能对成功对账后的账单进行再次提交确认对账,,3,功能测试,系统测试阶段
/财务管理(#10),验证“新增”按钮可用,"1.点击“财务管理”模块
2.点击“账户管理”模块","1.点击：新增
2.查看是否跳出新界面",“新增”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证输入合法数据，成功新增一个用户,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.所属区域：点击下拉框任选一个选项
2.账户类型：点击下拉框任选一个选项
3.账号名称：小白
4.账户密码：123456
5.账户余额：100
6.点击：保存",新增账户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增账户时“所属区域”下拉框可用,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮",所属区域：点击下拉框任选一个选项,“所属区域”下拉框可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增账户时“账户类型”下拉框可用,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮",账户类型：点击下拉框任选一个选项,“账户类型”下拉框可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为空,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账号名称：“”
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为空格,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账号名称：“ ”
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账号名称：abc
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账号名称：123abc
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为数字,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账号名称：123
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为特殊字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账号名称：@
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为空,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户号码：“”
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为空格,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户号码：“ ”
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户号码：abc
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户号码：123abc
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为数字,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户号码：123
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为特殊字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户号码：@
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为空,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户余额：‘’
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为空格,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户余额：‘ ’
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为正的两位小数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户余额：100.01
2.其他框输入合法数据
3.点击：保存",新增用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为正的大于两位的小数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户余额：100.001
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为负整数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户余额：-100
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为负的小数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户余额：-0.01
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为0,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.点击“新增”按钮","1.账户余额：0
2.其他框输入合法数据
3.点击：保存",新增用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证账户列表每页显示内容数目可以更改，且可以翻页,"1.点击“财务管理”模块
2.点击“账户管理”模块",更改账户列表下方每页显示数目，查看能否翻页,账户列表每页显示内容数目可以更改，且可以翻页,,3,功能测试,系统测试阶段
/财务管理(#10),验证输入合法数据，成功修改一个用户,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.所属区域：点击下拉框任选一个选项
2.账户类型：点击下拉框任选一个选项
3.账号名称：小熊
4.账户密码：123456
5.账户状态：点击下拉框任选一个选项
6.账户余额：100
7.点击：保存",修改账户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改账户时“所属区域”下拉框可用,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮",所属区域：点击下拉框任选一个选项,“所属区域”下拉框可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改账户时“账户类型”下拉框可用,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮",账户类型：点击下拉框任选一个选项,“账户类型”下拉框可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为空,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账号名称：“”
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为空格,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账号名称：“ ”
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账号名称：abc
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账号名称：123abc
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为数字,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账号名称：123
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账号名称”输入为特殊字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账号名称：@
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为空,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户号码：“”
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为空格,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户号码：“ ”
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户号码：abc
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户号码：123abc
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为数字,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户号码：123
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户号码”输入为特殊字符,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户号码：@
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户状态”下拉框可用,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮",账户状态：点击下拉框任选一个选项,“账户状态”下拉框可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为空,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户余额：‘’
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为空格,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户余额：‘ ’
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为正的两位小数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户余额：100.01
2.其他框输入合法数据
3.点击：保存",修改用户成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为正的大于两位的小数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户余额：100.001
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为负整数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户余额：-100
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为负的小数,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户余额：-0.01
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户余额”为0,"1.点击“财务管理”模块
2.点击“账户管理”模块
3.选择列表中一个账户，点击其后的“修改”按钮","1.账户余额：0
2.其他框输入合法数据
3.点击：保存",修改用户失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“新增”按钮可用,"1.点击“财务管理”模块
2.点击“会计科目”模块","1.点击“新增”按钮
2.查看是否有新界面跳出",“新增”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证“收支类型”下拉框可用,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮",1.收支类型：点击下拉框任意选择一个选型,“收支类型”下拉框可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时输入合法数据可以新增成功,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：测试用例
4.点击：保存",新增成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“科目名称”输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：“”
3.备注：测试用例
4.点击：保存",新增失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“科目名称”输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：“ ”
3.备注：测试用例
4.点击：保存",新增失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“科目名称”输入为字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：abc
3.备注：测试用例
4.点击：保存",新增成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“科目名称”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：123abc
3.备注：测试用例
4.点击：保存",新增成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“科目名称”输入为数字,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：123
3.备注：测试用例
4.点击：保存",新增成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“科目名称”输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：#
3.备注：测试用例
4.点击：保存",新增失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：“”
4.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：“ ”
4.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：#
4.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：123abc
4.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增一级科目时“备注”框输入超长字符时竖向滚动条可以拖动,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“新增”按钮","1.收支类型：点击下拉框任意选择一个选型
2.科目名称：测试
3.备注：超长字符
4.点击：保存",1.备注竖向滚动条可以拖动,,3,功能测试,系统测试阶段
/财务管理(#10),验证“添加”按钮可用,"1.点击“财务管理”模块
2.点击“会计科目”模块","1.点击“添加”按钮
2.查看是否跳出新界面",“添加”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增二级科目时输入合法数据可以新增成功,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：二级
2.备注：添加二级科目
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：“”
2.备注：添加二级科目
3.点击：保存",新增二级科目失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为空格,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：“ ”
2.备注：添加二级科目
3.点击：保存",新增二级科目失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：abc
2.备注：添加二级科目
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为数字字符组合,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：123abc
2.备注：添加二级科目
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为数字,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：123
2.备注：添加二级科目
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”输入为特殊字符,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：#
2.备注：添加二级科目
3.点击：保存",新增二级科目失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增二级科目时“备注”框输入为空,"1.点击“财务管理”模块
2.点击“会计科目”模块
3.点击“添加”按钮","1.二级科目：二级
2.备注：“”
3.点击：保存",新增二级科目成功,,3,功能测试,系统测试阶段
